title_en,title_es,description_en,description_es
Welcome to Open Data Rubí,Bienvenidos Portal de Datos Abiertos Rubí,Acces to public information to facilitate transparency and knowledge,Acceso a la información pública para facilitar la transparencia y el conocimiento
